[    1630228] : [10392701757] Outfit Simulator 🎃 - 7a0599ab-3cb9-49eb-90eb-affd8bf63e8a
2022-10-24T07:37:08Z: CHAT STREAM SUCCESSFULLY STARTED
2022-10-24T08:08:23Z: PLAYER ADDED   [  540852331] ANG1EC0R3
2022-10-24T08:08:38Z: PLAYER REMOVED [  540852331] ANG1EC0R3
2022-10-24T08:10:25Z: PLAYER ADDED   [  540852331] ANG1EC0R3
2022-10-24T08:11:35Z: PLAYER REMOVED [   45673994] Kludio
2022-10-24T08:11:35Z: PLAYER ADDED   [ 3998166323] kochamTateWirtka
2022-10-24T08:11:56Z: PLAYER REMOVED [  540852331] ANG1EC0R3
2022-10-24T08:12:32Z: PLAYER ADDED   [   45673994] Kludio
2022-10-24T08:12:40Z: PLAYER ADDED   [ 3474218301] ThStrngr123
2022-10-24T08:13:00Z: PLAYER ADDED   [ 1928604376] Muhammadhailanaqi
2022-10-24T08:13:25Z: PLAYER REMOVED [ 1928604376] Muhammadhailanaqi
2022-10-24T08:13:26Z: PLAYER REMOVED [ 3474218301] ThStrngr123
2022-10-24T08:13:34Z: PLAYER ADDED   [  832448030] yesha0021
2022-10-24T08:13:39Z: PLAYER ADDED   [ 1599444102] Luc_SKYWALKER21345
2022-10-24T08:14:08Z: PLAYER REMOVED [ 1599444102] Luc_SKYWALKER21345
2022-10-24T08:14:37Z: PLAYER REMOVED [  454256356] Garzz0r
2022-10-24T08:14:39Z: PLAYER ADDED   [  102404418] TheJammies
2022-10-24T08:15:22Z: PLAYER ADDED   [ 1599444102] Luc_SKYWALKER21345
2022-10-24T08:15:41Z: PLAYER REMOVED [  832448030] yesha0021
2022-10-24T08:15:43Z: CHRCTER ADDED  [ 3646699223] S1nfuIaria          
2022-10-24T08:15:58Z: PLAYER REMOVED [ 3998166323] kochamTateWirtka
2022-10-24T08:16:04Z: CHRCTER ADDED  [ 3646699223] S1nfuIaria          
2022-10-24T08:16:07Z: PLAYER ADDED   [ 3942476414] Shelovescrime
2022-10-24T08:16:09Z: PLAYER ADDED   [   88928380] FaZecancer
2022-10-24T08:16:46Z: PLAYER REMOVED [ 3942476414] Shelovescrime
2022-10-24T08:17:26Z: PLAYER ADDED   [ 3849894761] Red_Mrbeast1
2022-10-24T08:17:27Z: PLAYER REMOVED [ 1599444102] Luc_SKYWALKER21345
2022-10-24T08:17:46Z: PLAYER ADDED   [  540295346] Axwastaken_YT
2022-10-24T08:18:04Z: PLAYER ADDED   [ 1355461681] XxItzMeowiexX
2022-10-24T08:19:06Z: PLAYER REMOVED [  540295346] Axwastaken_YT
2022-10-24T08:19:38Z: PLAYER REMOVED [ 1355461681] XxItzMeowiexX
2022-10-24T08:19:45Z: PLAYER ADDED   [ 1953772083] GiantXanderZ
2022-10-24T08:19:52Z: CHRCTER ADDED  [ 3646699223] S1nfuIaria          
2022-10-24T08:20:08Z: PLAYER REMOVED [   88928380] FaZecancer
2022-10-24T08:20:26Z: CHRCTER ADDED  [ 1953772083] GiantXanderZ        
2022-10-24T08:20:29Z: PLAYER REMOVED [ 1953772083] GiantXanderZ
2022-10-24T08:20:34Z: PLAYER ADDED   [ 3712406617] bendy66541
2022-10-24T08:20:43Z: PLAYER ADDED   [ 2681929683] Pow_64
2022-10-24T08:21:10Z: PLAYER ADDED   [   65186607] prettybunny333
2022-10-24T08:21:14Z: PLAYER REMOVED [ 3712406617] bendy66541
2022-10-24T08:21:24Z: PLAYER REMOVED [ 2681929683] Pow_64
2022-10-24T08:21:43Z: PLAYER ADDED   [  598675591] Aidanknn
2022-10-24T08:22:09Z: PLAYER REMOVED [  102404418] TheJammies
2022-10-24T08:22:52Z: PLAYER REMOVED [  598675591] Aidanknn
2022-10-24T08:23:29Z: PLAYER ADDED   [ 2005807047] quesadilla1021
2022-10-24T08:24:20Z: PLAYER ADDED   [ 2209129944] shadow_inpostor
2022-10-24T08:25:08Z: CHRCTER ADDED  [   45673994] Kludio              
2022-10-24T08:25:14Z: PLAYER REMOVED [   45673994] Kludio
2022-10-24T08:25:18Z: PLAYER ADDED   [ 3888908460] tin09o7
2022-10-24T08:25:20Z: PLAYER ADDED   [  197388566] PuffyElijah2010
2022-10-24T08:25:25Z: PLAYER REMOVED [ 3849894761] Red_Mrbeast1
2022-10-24T08:25:57Z: PLAYER REMOVED [ 3646699223] S1nfuIaria
2022-10-24T08:26:07Z: PLAYER REMOVED [ 3888908460] tin09o7
2022-10-24T08:26:11Z: PLAYER ADDED   [ 3646699223] S1nfuIaria
2022-10-24T08:26:21Z: PLAYER REMOVED [  197388566] PuffyElijah2010
2022-10-24T08:26:39Z: PLAYER ADDED   [ 3900456122] fsagsfgd333
2022-10-24T08:26:57Z: PLAYER ADDED   [ 2858217107] brick_boyclone
2022-10-24T08:27:24Z: PLAYER ADDED   [ 1805698312] evelinaki80
2022-10-24T08:27:51Z: PLAYER REMOVED [ 2209129944] shadow_inpostor
2022-10-24T08:27:53Z: PLAYER REMOVED [ 1805698312] evelinaki80
2022-10-24T08:27:59Z: PLAYER ADDED   [ 1531347272] MiniWrapp
2022-10-24T08:28:10Z: PLAYER ADDED   [ 1739241455] azaz09halitmu
2022-10-24T08:28:48Z: PLAYER REMOVED [ 1739241455] azaz09halitmu
2022-10-24T08:28:57Z: CHRCTER ADDED  [ 1531347272] MiniWrapp           
2022-10-24T08:28:57Z: CHRCTER ADDED  [ 1531347272] MiniWrapp           
2022-10-24T08:29:01Z: PLAYER REMOVED [ 2005807047] quesadilla1021
2022-10-24T08:29:15Z: PLAYER REMOVED [ 3900456122] fsagsfgd333
2022-10-24T08:29:33Z: PLAYER ADDED   [ 3880098841] bacon_bom112
2022-10-24T08:29:55Z: PLAYER ADDED   [ 3998218308] SABOG_DEALER
2022-10-24T08:30:04Z: PLAYER REMOVED [ 3880098841] bacon_bom112
2022-10-24T08:30:08Z: PLAYER REMOVED [ 1531347272] MiniWrapp
2022-10-24T08:30:46Z: PLAYER ADDED   [ 2005807047] quesadilla1021
2022-10-24T08:31:50Z: PLAYER REMOVED [ 2005807047] quesadilla1021
2022-10-24T08:31:58Z: CHRCTER ADDED  [ 3998218308] SABOG_DEALER        
2022-10-24T08:31:58Z: CHRCTER ADDED  [ 3998218308] SABOG_DEALER        
2022-10-24T08:32:34Z: CHRCTER ADDED  [ 3998218308] SABOG_DEALER        
2022-10-24T08:32:34Z: CHRCTER ADDED  [ 3998218308] SABOG_DEALER        
2022-10-24T08:32:54Z: PLAYER REMOVED [   65186607] prettybunny333
2022-10-24T08:33:18Z: PLAYER CHATTED [    1630228] VisualPlugin         (   26.0,     5.6,   205.9)
  ¡CONFLIKT!
2022-10-24T08:33:21Z: PLAYER REMOVED [ 3998218308] SABOG_DEALER
2022-10-24T08:33:33Z: PLAYER CHATTED [    1630228] VisualPlugin         (   33.1,     5.7,   190.5)
  Lòók at the amazing things we made!
2022-10-24T08:33:38Z: PLAYER CHATTED [ 2858217107] brick_boyclone       (   36.1,     5.0,   184.2)
  ye
2022-10-24T08:33:52Z: PLAYER CHATTED [ 2858217107] brick_boyclone       (   36.1,     5.0,   184.2)
  you kinda killed me space marines
2022-10-24T08:33:56Z: PLAYER CHATTED [ 2858217107] brick_boyclone       (   36.1,     5.0,   184.2)
  waait
2022-10-24T08:33:58Z: PLAYER CHATTED [ 2858217107] brick_boyclone       (   36.1,     5.0,   184.2)
  here
2022-10-24T08:34:01Z: PLAYER REMOVED [ 2858217107] brick_boyclone
2022-10-24T08:34:21Z: PLAYER REMOVED [ 3646699223] S1nfuIaria
2022-10-24T08:35:07Z: PLAYER ADDED   [ 1512979805] Kittysaurus100
2022-10-24T08:35:13Z: PLAYER ADDED   [ 1713013029] Riomar_RB
2022-10-24T08:35:17Z: PLAYER ADDED   [ 2871218637] XxMARCH_GIRLSxX1257
2022-10-24T08:35:38Z: PLAYER ADDED   [ 3640299083] Zeth0927
2022-10-24T08:36:06Z: PLAYER REMOVED [ 1512979805] Kittysaurus100
2022-10-24T08:36:15Z: PLAYER ADDED   [ 1704892649] blossomOMGblossm
2022-10-24T08:37:01Z: PLAYER ADDED   [ 3984322791] jeolr123
2022-10-24T08:37:05Z: PLAYER REMOVED [ 3984322791] jeolr123
2022-10-24T08:37:14Z: PLAYER CHATTED [    1630228] VisualPlugin         (   16.2,     4.7,   266.8)
  ÒÓ.
2022-10-24T08:37:22Z: PLAYER ADDED   [ 2763106846] MrTanapol007
2022-10-24T08:37:28Z: PLAYER ADDED   [  881839932] m3601912
2022-10-24T08:37:29Z: PLAYER REMOVED [ 2871218637] XxMARCH_GIRLSxX1257
2022-10-24T08:37:48Z: PLAYER ADDED   [ 3560902167] winno1335
2022-10-24T08:38:16Z: PLAYER REMOVED [ 1704892649] blossomOMGblossm
2022-10-24T08:38:44Z: PLAYER ADDED   [ 2485671990] XxSophiSophxX
2022-10-24T08:38:47Z: PLAYER REMOVED [  881839932] m3601912
2022-10-24T08:38:54Z: PLAYER REMOVED [ 3640299083] Zeth0927
2022-10-24T08:39:09Z: PLAYER REMOVED [ 3560902167] winno1335
2022-10-24T08:39:39Z: PLAYER ADDED   [ 3640299083] Zeth0927
2022-10-24T08:40:14Z: PLAYER REMOVED [ 2485671990] XxSophiSophxX
2022-10-24T08:40:14Z: PLAYER ADDED   [ 3660690456] Pinagkaiba
2022-10-24T08:40:16Z: PLAYER ADDED   [ 3947118137] renkylers
2022-10-24T08:40:31Z: PLAYER CHATTED [    1630228] VisualPlugin         (   48.9,     6.8,   423.9)
  Can you make an òÓ face?
2022-10-24T08:40:33Z: PLAYER ADDED   [  912628329] madisons2014
2022-10-24T08:40:39Z: PLAYER ADDED   [ 2441680939] surrender_bye
2022-10-24T08:40:49Z: PLAYER REMOVED [ 3947118137] renkylers
2022-10-24T08:40:53Z: PLAYER ADDED   [ 3766633927] narutojiaro
2022-10-24T08:41:52Z: PLAYER REMOVED [ 3640299083] Zeth0927
2022-10-24T08:43:06Z: PLAYER REMOVED [ 3766633927] narutojiaro
2022-10-24T08:43:16Z: PLAYER REMOVED [ 2763106846] MrTanapol007
2022-10-24T08:43:38Z: PLAYER REMOVED [ 2441680939] surrender_bye
2022-10-24T08:44:05Z: PLAYER REMOVED [ 1713013029] Riomar_RB
2022-10-24T08:44:27Z: PLAYER REMOVED [ 3660690456] Pinagkaiba
2022-10-24T08:45:41Z: PLAYER ADDED   [  481569029] Lxbb_stt
2022-10-24T08:46:08Z: PLAYER REMOVED [  912628329] madisons2014
2022-10-24T08:46:17Z: PLAYER ADDED   [ 1486238866] Mariamariuca243
2022-10-24T08:46:46Z: PLAYER ADDED   [ 3998250905] wersdfkomi1235
2022-10-24T08:47:20Z: CHRCTER ADDED  [ 3998250905] wersdfkomi1235      
2022-10-24T08:48:49Z: PLAYER ADDED   [ 3144722356] StickJjay
2022-10-24T08:49:10Z: PLAYER ADDED   [ 3776394421] fivs12345miv
2022-10-24T08:49:49Z: PLAYER ADDED   [   16730202] Beyond_Blue
2022-10-24T08:50:02Z: CHRCTER ADDED  [ 3144722356] StickJjay           
2022-10-24T08:50:32Z: PLAYER ADDED   [ 2918159845] JohnCoders
2022-10-24T08:51:40Z: CHRCTER ADDED  [ 2918159845] JohnCoders          
2022-10-24T08:52:02Z: PLAYER REMOVED [ 1486238866] Mariamariuca243
2022-10-24T08:52:11Z: PLAYER REMOVED [ 3776394421] fivs12345miv
2022-10-24T08:52:18Z: PLAYER ADDED   [ 1810889788] Elementalrainbow7878
2022-10-24T08:52:23Z: PLAYER REMOVED [ 1810889788] Elementalrainbow7878
2022-10-24T08:52:26Z: PLAYER ADDED   [ 3479762390] xlm_12541
2022-10-24T08:52:28Z: PLAYER ADDED   [ 3995767596] Bio1276
2022-10-24T08:53:33Z: PLAYER REMOVED [ 3995767596] Bio1276
2022-10-24T08:53:50Z: PLAYER ADDED   [ 3763838253] ecrvtbynum27
2022-10-24T08:54:55Z: PLAYER REMOVED [   16730202] Beyond_Blue
2022-10-24T08:54:58Z: PLAYER ADDED   [ 3670122614] uioiuouijl
2022-10-24T08:55:00Z: PLAYER REMOVED [ 3998250905] wersdfkomi1235
2022-10-24T08:55:04Z: PLAYER CHATTED [ 3144722356] StickJjay            (   47.2,     3.1,   355.6)
  (cuak
2022-10-24T08:55:07Z: PLAYER REMOVED [  481569029] Lxbb_stt
2022-10-24T08:55:09Z: PLAYER REMOVED [ 3144722356] StickJjay
2022-10-24T08:55:09Z: PLAYER ADDED   [ 3997986537] jared106xx
2022-10-24T08:55:40Z: PLAYER REMOVED [ 2918159845] JohnCoders
2022-10-24T08:58:31Z: PLAYER ADDED   [ 3285174237] amjadouafi_10
2022-10-24T08:58:36Z: PLAYER REMOVED [ 3763838253] ecrvtbynum27
2022-10-24T08:58:55Z: PLAYER REMOVED [ 3997986537] jared106xx
2022-10-24T08:58:57Z: PLAYER ADDED   [ 3352237047] rbwbwy
2022-10-24T08:59:01Z: PLAYER ADDED   [ 2001584120] Boboiboy_FrxstFire
2022-10-24T08:59:08Z: PLAYER ADDED   [ 2545123891] jacklowgun
2022-10-24T08:59:09Z: PLAYER REMOVED [ 3670122614] uioiuouijl
2022-10-24T08:59:09Z: PLAYER ADDED   [ 3752833521] Royane_22
2022-10-24T08:59:45Z: PLAYER ADDED   [ 2709603525] Shaurma_kz
2022-10-24T09:00:20Z: PLAYER REMOVED [ 2545123891] jacklowgun
2022-10-24T09:00:32Z: PLAYER REMOVED [ 2709603525] Shaurma_kz
2022-10-24T09:00:58Z: PLAYER REMOVED [ 3479762390] xlm_12541
2022-10-24T09:01:03Z: PLAYER ADDED   [ 2663690723] dadats151
2022-10-24T09:01:24Z: CHRCTER ADDED  [ 2663690723] dadats151           
2022-10-24T09:01:24Z: CHRCTER ADDED  [ 2663690723] dadats151           
2022-10-24T09:01:38Z: PLAYER REMOVED [ 3752833521] Royane_22
2022-10-24T09:01:45Z: PLAYER ADDED   [ 3888881262] khghfdrsecritlyjelu
2022-10-24T09:01:56Z: PLAYER ADDED   [ 3409600580] Bedboy_010
2022-10-24T09:01:58Z: PLAYER REMOVED [ 2001584120] Boboiboy_FrxstFire
2022-10-24T09:02:12Z: PLAYER REMOVED [ 2663690723] dadats151
2022-10-24T09:02:22Z: PLAYER ADDED   [ 1890110059] CookieHades0411
2022-10-24T09:03:16Z: PLAYER REMOVED [ 3409600580] Bedboy_010
2022-10-24T09:04:23Z: PLAYER ADDED   [ 3266206672] T1G3RPRO98altAarav
2022-10-24T09:04:38Z: PLAYER CHATTED [ 3888881262] khghfdrsecritlyjelu  (   65.4,     4.0,   310.1)
  yoo look im in here
2022-10-24T09:05:30Z: CHRCTER ADDED  [ 3352237047] rbwbwy              
2022-10-24T09:05:30Z: CHRCTER ADDED  [ 3352237047] rbwbwy              
2022-10-24T09:05:57Z: PLAYER ADDED   [ 3169974284] Khelyalaqueen
2022-10-24T09:06:00Z: PLAYER REMOVED [ 1890110059] CookieHades0411
2022-10-24T09:06:17Z: CHRCTER ADDED  [ 3352237047] rbwbwy              
2022-10-24T09:06:17Z: CHRCTER ADDED  [ 3352237047] rbwbwy              
2022-10-24T09:06:44Z: PLAYER REMOVED [ 3169974284] Khelyalaqueen
2022-10-24T09:06:48Z: PLAYER REMOVED [ 3266206672] T1G3RPRO98altAarav
2022-10-24T09:06:48Z: PLAYER ADDED   [ 3706153956] tabebe4342
2022-10-24T09:07:15Z: PLAYER ADDED   [ 3169974284] Khelyalaqueen
2022-10-24T09:07:55Z: PLAYER REMOVED [ 3169974284] Khelyalaqueen
2022-10-24T09:08:29Z: PLAYER ADDED   [ 3962725697] Noahhh458
2022-10-24T09:09:25Z: PLAYER REMOVED [ 3888881262] khghfdrsecritlyjelu
2022-10-24T09:09:46Z: CHRCTER ADDED  [ 3285174237] amjadouafi_10       
2022-10-24T09:09:46Z: CHRCTER ADDED  [ 3285174237] amjadouafi_10       
2022-10-24T09:10:20Z: PLAYER REMOVED [ 3706153956] tabebe4342
2022-10-24T09:10:30Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   55.6,     3.7,   397.8)
  ;fly
2022-10-24T09:10:31Z: CHRCTER ADDED  [ 3352237047] rbwbwy              
2022-10-24T09:10:31Z: CHRCTER ADDED  [ 3352237047] rbwbwy              
2022-10-24T09:10:52Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   49.8,     3.7,   302.0)
  /korblox
2022-10-24T09:11:03Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   48.0,     3.7,   285.3)
  uuhh i joined the group
2022-10-24T09:11:57Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   47.1,     4.1,   293.2)
  ;fly
2022-10-24T09:12:04Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   56.6,     4.1,   271.8)
  :Fly
2022-10-24T09:12:23Z: CHRCTER ADDED  [ 3285174237] amjadouafi_10       
2022-10-24T09:12:23Z: CHRCTER ADDED  [ 3285174237] amjadouafi_10       
2022-10-24T09:12:32Z: PLAYER REMOVED [ 3285174237] amjadouafi_10
2022-10-24T09:12:50Z: PLAYER ADDED   [ 3473417403] haynakoivan
2022-10-24T09:13:13Z: PLAYER ADDED   [ 3198399149] Marko911as
2022-10-24T09:13:34Z: PLAYER ADDED   [ 3786732513] xcaidenbohk567
2022-10-24T09:13:38Z: PLAYER ADDED   [ 3995276663] TWIN_AMILY
2022-10-24T09:13:39Z: PLAYER ADDED   [ 3285174237] amjadouafi_10
2022-10-24T09:14:35Z: PLAYER REMOVED [ 3473417403] haynakoivan
2022-10-24T09:14:49Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   54.4,     3.7,   312.4)
  ;fly
2022-10-24T09:14:56Z: PLAYER ADDED   [ 3998279974] ahhabcrth
2022-10-24T09:15:01Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        ( -187.6,    78.0,   349.8)
  ;btools
2022-10-24T09:15:42Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   51.8,     3.7,   308.4)
  ayo guys i can use hacks look at me
2022-10-24T09:16:00Z: PLAYER CHATTED [    1630228] VisualPlugin         (   53.3,     4.7,   305.8)
  I made my own.
2022-10-24T09:16:07Z: CHRCTER ADDED  [ 3786732513] xcaidenbohk567      
2022-10-24T09:16:07Z: CHRCTER ADDED  [ 3786732513] xcaidenbohk567      
2022-10-24T09:16:20Z: PLAYER CHATTED [    1630228] VisualPlugin         (   54.8,     4.7,   267.8)
  Did you make your teleport script smart enough to pass through walls?
2022-10-24T09:16:34Z: PLAYER REMOVED [ 3786732513] xcaidenbohk567
2022-10-24T09:16:47Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   43.2,    16.6,   266.9)
  yep let me try it i didnt ttried it rn
2022-10-24T09:17:05Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   -9.4,     2.3,   167.8)
  ;fly
2022-10-24T09:17:18Z: PLAYER REMOVED [ 3995276663] TWIN_AMILY
2022-10-24T09:17:22Z: PLAYER ADDED   [ 1755670260] GameWithAeden
2022-10-24T09:17:22Z: CHRCTER ADDED  [ 3962725697] Noahhh458           
2022-10-24T09:17:22Z: CHRCTER ADDED  [ 3962725697] Noahhh458           
2022-10-24T09:17:31Z: PLAYER REMOVED [ 3962725697] Noahhh458
2022-10-24T09:17:31Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   77.2,     3.5,   280.4)
  yep i can
2022-10-24T09:18:05Z: PLAYER CHATTED [    1630228] VisualPlugin         (   53.1,     4.7,   309.8)
  Let's fly together!
2022-10-24T09:18:10Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   47.1,     3.7,   306.8)
  okeh
2022-10-24T09:18:26Z: PLAYER CHATTED [ 1755670260] GameWithAeden        (   51.3,     6.1,   424.7)
  ;FLY
2022-10-24T09:18:36Z: PLAYER ADDED   [ 2315693343] jbeiiorau0213
2022-10-24T09:18:48Z: PLAYER CHATTED [    1630228] VisualPlugin         (   24.6,   116.3,   342.8)
  Meet me on top that cloud!
2022-10-24T09:18:53Z: PLAYER REMOVED [ 1755670260] GameWithAeden
2022-10-24T09:19:19Z: PLAYER CHATTED [    1630228] VisualPlugin         (   34.3,   118.4,   339.0)
  Nice flying skills!
2022-10-24T09:19:23Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   36.2,   118.1,   335.3)
  here i am
2022-10-24T09:19:28Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   36.2,   118.1,   335.3)
  ty you too
2022-10-24T09:19:34Z: PLAYER ADDED   [ 1390850083] xxraprapbad
2022-10-24T09:19:38Z: PLAYER CHATTED [    1630228] VisualPlugin         (   34.3,   118.4,   339.0)
  What's your max speed?
2022-10-24T09:19:47Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   29.9,   116.6,   336.6)
  idk let me see
2022-10-24T09:19:51Z: PLAYER ADDED   [ 1755670260] GameWithAeden
2022-10-24T09:19:52Z: PLAYER CHATTED [    1630228] VisualPlugin         (   34.3,   118.4,   339.0)
  And how fast can you fly reasonably on-target?
2022-10-24T09:19:56Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   23.1,   115.3,   349.2)
  ;speed 500
2022-10-24T09:20:06Z: PLAYER CHATTED [    1630228] VisualPlugin         (   24.9,   116.0,   340.7)
  Mine is 9999.
2022-10-24T09:20:08Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   29.2,   115.8,   345.9)
  ######
2022-10-24T09:20:20Z: PLAYER CHATTED [    1630228] VisualPlugin         (   31.3,   117.1,   338.6)
  Blame RocketPropulsion.
2022-10-24T09:20:24Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (   31.1,   116.7,   343.3)
  ##########
2022-10-24T09:20:41Z: PLAYER CHATTED [    1630228] VisualPlugin         (   29.3,   116.6,   341.7)
  I can however aim quite well.
2022-10-24T09:20:49Z: PLAYER CHATTED [ 1755670260] GameWithAeden        (   48.4,     4.0,   271.4)
  ;fly
2022-10-24T09:21:19Z: PLAYER CHATTED [    1630228] VisualPlugin         (    7.3,   201.0,   277.9)
  Do you have btools?
2022-10-24T09:21:21Z: PLAYER CHATTED [    1630228] VisualPlugin         (    7.3,   201.0,   277.9)
  F3x?
2022-10-24T09:21:34Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (    3.4,   204.4,   258.6)
  oh thats too op i dont have it
2022-10-24T09:21:41Z: PLAYER CHATTED [    1630228] VisualPlugin         (    7.3,   201.0,   277.9)
  Neither do I.
2022-10-24T09:22:12Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        ( -489.8,   275.9,   610.8)
  lets race with our max speed in flying
2022-10-24T09:22:22Z: PLAYER CHATTED [    1630228] VisualPlugin         (   -6.8,   156.5,   434.1)
  Where to?
2022-10-24T09:22:26Z: PLAYER REMOVED [ 1390850083] xxraprapbad
2022-10-24T09:22:36Z: PLAYER CHATTED [    1630228] VisualPlugin         (   -6.8,   156.5,   434.1)
  How about this?
2022-10-24T09:22:41Z: PLAYER REMOVED [ 3998279974] ahhabcrth
2022-10-24T09:22:42Z: PLAYER CHATTED [    1630228] VisualPlugin         (   -6.8,   156.5,   434.1)
  You fly somewhere far.
2022-10-24T09:22:45Z: PLAYER CHATTED [    1630228] VisualPlugin         (   -6.8,   156.5,   434.1)
  I meet you.
2022-10-24T09:22:48Z: PLAYER REMOVED [ 2315693343] jbeiiorau0213
2022-10-24T09:22:49Z: PLAYER CHATTED [    1630228] VisualPlugin         (   -6.8,   156.5,   434.1)
  Then we race here.
2022-10-24T09:22:52Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (  -32.9,   167.1,   430.4)
  ok wait a sec
2022-10-24T09:23:04Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (  -32.9,   167.1,   430.4)
  ok cya
2022-10-24T09:23:21Z: PLAYER CHATTED [ 1755670260] GameWithAeden        (  150.4,    73.8,   404.4)
  ;speed all 200
2022-10-24T09:23:21Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (-9520.3,  2938.6, -2994.3)
  ok come get me
2022-10-24T09:23:45Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (-9520.5,  2938.6, -2994.4)
  i can see you
2022-10-24T09:23:51Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (-9520.4,  2938.6, -2994.3)
  oh
2022-10-24T09:23:52Z: PLAYER CHATTED [    1630228] VisualPlugin         (-9513.4,  2941.7, -2983.2)
  Same with you.
2022-10-24T09:24:03Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (-9520.4,  2938.6, -2994.3)
  you where there
2022-10-24T09:24:12Z: PLAYER CHATTED [    1630228] VisualPlugin         (-9513.4,  2941.7, -2983.2)
  Can you see the main map?
2022-10-24T09:24:14Z: PLAYER CHATTED [ 3285174237] amjadouafi_10        (-9520.5,  2938.6, -2994.3)
  come on now you go far
